id	color	no	cname	ename	jname	kana	kname	s_cname	s_ename	area	p_id	p_dis	n_id	n_dis												
krt-R4A		R4A	草衙	Caoya	草衙	そうが	차오야	高雄捷運公司	KRTC	高雄市前鎮區	krt-R4		krt-R5													
krt-R5		R5	前鎮高中	Cianjhen Senior High School	前鎮高校	ぜんちんこうこう	치엔젠	五甲	Wujia	高雄市前鎮區	krt-R4A		krt-R6													
krt-R6		R6	凱旋	Kaisyuan	凱旋	がいせん	가이쉬엔			高雄市前鎮區	krt-R5		krt-R7													
krt-R7		R7	獅甲	Shihjia	獅甲	しこう	시쟈	勞工公園	Labor Park	高雄市前鎮區	krt-R6		krt-R8													
krt-R8		R8	三多商圈	Sanduo Shopping District	三多商圏	さんたしょうけん	싼둬샹취엔			高雄市苓雅區	krt-R7		krt-R9													
krt-R9		R9	中央公園	Central Park	中央公園	ちゅうおうこうえん	중앙공원			高雄市新興區	krt-R8		krt-R10													
krt-R10		R10	美麗島	Formosa Boulevard	美麗島	びれいとう	메리다오			高雄市新興區	krt-R9		krt-R11													
krt-R11		R11	高雄車站	Kaohsiung Main Station	高雄駅	たかおえき	가오슝역			高雄市三民區	krt-R10		krt-R12													
krt-R12		R12	後驛	Houyi	後駅	ごえき	호우이			高雄市三民區	krt-R11		krt-R13													
krt-R13		R13	凹子底	Aozihdi	凹子底	おうしてい	아오즈디			高雄市鼓山區	krt-R12		krt-R14													
krt-R14		R14	巨蛋	Kaohsiung Arena	巨蛋	きょたん	쥐단	三民家商	Sanmin Home Economics & Commerce Vocational High School	高雄市左營區	krt-R13		krt-R15													
krt-R15		R15	生態園區	Ecological District	生態園区	せいたいえんく	셍다이위엔취			高雄市左營區	krt-R14		krt-R16													
krt-R16		R16	左營	Zuoying	左営	ざえい	쭤잉			高雄市左營區	krt-R15		krt-R17													
krt-R17		R17	世運	World Games	世運	せうん	스윈			高雄市楠梓區	krt-R16		krt-R18													
krt-R18		R18	油廠國小	Oil Refinery Elementary School	油廠小学校	ゆしょうしょうがっこう	요우쟝 초등학교			高雄市楠梓區	krt-R17		krt-R19													
krt-R19		R19	楠梓科技園區	Nanzih Technology Industrial Park	楠梓加工区	なんしかぎえんく	난쯔 과학기술산업단지			高雄市楠梓區	krt-R18		krt-R20													
krt-R20		R20	後勁	Houjing	後勁	ごけい	호우징	海科大	NKMU	高雄市楠梓區	krt-R19		krt-R21													
krt-R21		R21	都會公園	Metropolitan Park	都会公園	とかいこうえん	두회공원			高雄市楠梓區	krt-R20		krt-R22													
krt-R22		R22	青埔	Cingpu	青埔	せいほ	칭푸	高科大	NKFUST	高雄市橋頭區	krt-R21		krt-R23													
krt-R23		R23	橋頭火車站	Ciaotou Station	橋頭糖廠	きょうとうえき	차오도우당쟝			高雄市橋頭區	krt-R22		krt-R23A													
krt-R23A		R22A	橋頭糖廠	Ciaotou Sugar Refinery	橋頭駅	きょうとうとうしょう	차오도우역			高雄市橋頭區	krt-R23		krt-R24													
krt-R24		R24	岡山高醫	Kaohsiung Medical University Gangshan Hospital	岡山高医	おかやまこうい				高雄市岡山區	krt-R23A		krt-RK1													
krt-RK1		RK1	岡山車站	Gangshan Station	岡山駅	おかやまえき	강샨역			高雄市岡山區	krt-R24															
																										
																										
sys			台鐵	Taiwan Railway	台湾鉄道																					
route	272D75		西部幹線	West Main Line	西部幹線																					
TR092		92	基隆	Keelung	基隆	きーるん	지롱			基隆市仁愛區			TR224	1.3												
TR224		224	三坑	Sankeng	三坑	さんこう	산건			基隆市仁愛區	TR092	1.30	TR093	2.4												
TR093		93	八堵	Badu	八堵	はっと	바두			基隆市暖暖區	TR224	2.40	TR094	2.3												
TR094		94	七堵	Qidu	七堵	しちと	치두			基隆市七堵區	TR093	2.30	TR261	2.7												
TR261		261	百福	Baifu	百福	ひゃくふく	바이푸			基隆市七堵區	TR094	2.70	TR095	3												
TR095		95	五堵	Wudu	五堵	ごと	우두			新北市汐止區	TR261	3.00	TR096	1.4												
TR096		96	汐止	Xizhi	汐止	しおどめ	시즈			新北市汐止區	TR095	1.40	TR262	1.5												
TR262		262	汐科	Xike	汐科	せきか	시거			新北市汐止區	TR096	1.50	TR097	4.5												
TR097		97	南港	Nangang	南港	なんこう	난강			臺北市南港區	TR262	4.50	TR098	2.8												
TR098		98	松山	Songshan	松山	まつやま	송샨			臺北市信義區	TR097	2.80	TR100	6.4												
TR100		100	台北	Taipei	台北	たいぺい	타이베이			臺北市中正區	TR098	6.40	TR101	2.8												
TR101		101	萬華	Wanhua	万華	まんか	완화			臺北市萬華區	TR100	2.80	TR102	4.4												
TR102		102	板橋	Banqiao	板橋	いたばし	반치아오			新北市板橋區	TR101	4.40	TR103	5.4												
TR103		103	樹林	Shulin	樹林	じゅりん	주린			新北市樹林區	TR102	5.40	TR104	3.9												
TR104		104	山佳	Shanjia	山佳	さんか	샨쟈			新北市樹林區	TR103	3.90	TR105	4.4												
TR105		105	鶯歌	Yingge	鶯歌	おうか	잉거			新北市鶯歌區	TR104	4.40	TR106	8.2												
TR106		106	桃園	Taoyuan	桃園	とうえん	타오위엔			桃園市桃園區	TR105	8.20	TR107	5.9												
TR107		107	內壢	Neili	內壢	ないれき	네이리			桃園市中壢區	TR106	5.90	TR108	4												
TR108		108	中壢	Zhongli	中壢	ちゅうれき	중리			桃園市中壢區	TR107	4.00	TR109	5.8												
TR109		109	埔心	Puxin	埔心	ほしん	푸신			桃園市楊梅區	TR108	5.80	TR110	4												
TR110		110	楊梅	Yangmei	楊梅	ようまい	양메이			桃園市楊梅區	TR109	4.00	TR111	6.8												
TR111		111	富岡	Fugang	富岡	ふこう	푸강			桃園市楊梅區	TR110	6.80	TR112	5.7												
TR112		112	湖口	Hukou	湖口	ここう	후고우			新竹縣湖口鄉	TR111	5.70	TR113	6.2												
TR113		113	新豐	Xinfeng	新豊	しんほう	신퐁			新竹縣新豐鄉	TR112	6.20	TR114	4.8												
TR114		114	竹北	Zhubei	竹北	ちくほく	주베이			新竹縣竹北市	TR113	4.80	TR115	5.8												
TR115		115	新竹	Hsinchu	新竹	しんちく	신주			新竹市東區	TR114	5.80	TR116	8												
TR116		116	香山	Xiangshan	香山	こうざん	샹샨			新竹市香山區	TR115	8.00	TR117	6.4												
TR117		117	崎頂	Qiding	崎頂	きちょう	치딩			苗栗縣竹南鎮	TR116	6.40	TR118	4.6												
TR118		118	竹南	Zhunan	竹南	ちくなん	주난			苗栗縣竹南鎮	TR117	4.60	TR135	5.3												
TR135		135	造橋	Zaoqiao	造橋	ぞうきょう	자오챠오			苗栗縣造橋鄉	TR118	5.30	TR136	6.4												
TR136		136	豐富	Fengfu	豊富	ほうふ	퐁푸			苗栗縣後龍鎮	TR135	6.40	TR137	3.5												
TR137		137	苗栗	Miaoli	苗栗	びょうりつ	먀오리			苗栗縣苗栗市	TR136	3.50	TR138	6.6												
TR138		138	南勢	Nanshi	南勢	なんせい	난스			苗栗縣苗栗市	TR137	6.60	TR139	4.2												
TR139		139	銅鑼	Tongluo	銅鑼	どら	동뤄			苗栗縣銅鑼鄉	TR138	4.20	TR140	7.4												
TR140		140	三義	Sanyi	三義	さんぎ	산이			苗栗縣三義鄉	TR139	7.40	TR142	10.9												
TR142		142	泰安	Tai'an	泰安	たいあん	다이안			臺中市后里區	TR140	10.90	TR143	2.6												
TR143		143	后里	Houli	后里	こうり	호우리			臺中市后里區	TR142	2.60	TR144	6.8												
TR144		144	豐原	Fengyuan	豊原	とよはら	퐁위엔			臺中市豐原區	TR143	6.80	TR145	5												
TR145		145	潭子	Tanzi	潭子	たんし	단즈			臺中市潭子區	TR144	5.00	TR225	5.1												
TR225		225	太原	Taiyuan	太原	たいげん	다이위엔			臺中市北屯區	TR145	5.10	TR146	4.1												
TR146		146	台中	Taichung	台中	たいちゅう	타이중			臺中市中區	TR225	4.10	TR223	4.2												
TR223		223	大慶	Daqing	大慶	だいけい	다칭			臺中市南區	TR146	4.20	TR147	3												
TR147		147	烏日	Wuri	烏日	うじつ	우르			臺中市烏日區	TR223	3.00	TR280	0.8												
TR280		280	新烏日	Xinwuri	新烏日	しんうじつ	신우르			臺中市烏日區	TR147	0.80	TR148	2.5												
TR148		148	成功	Chenggong	成功	せいこう	천공			臺中市烏日區	TR280	2.50	TR149	7.1												
TR149		149	彰化	Changhua	彰化	しょうか	쟝화			彰化縣彰化市	TR148	7.10	TR150	6.6												
TR150		150	花壇	Huatan	花壇	かだん	화단			彰化縣花壇鄉	TR149	6.60	TR227	4.6												
TR227		227	大村	Dacun	大村	おおむら	다춘			彰化縣大村鄉	TR150	4.60	TR151	3.5												
TR151		151	員林	Yuanlin	員林	いんりん	위엔린			彰化縣員林鎮	TR227	3.50	TR152	3.5												
TR152		152	永靖	Yongjing	永靖	ながやす	용징			彰化縣永靖鄉	TR151	3.50	TR153	3.7												
TR153		153	社頭	Shetou	社頭	しゃとう	서도우			彰化縣社頭鄉	TR152	3.70	TR154	4.3												
TR154		154	田中	Tianzhong	田中	たなか	티엔종			彰化縣田中鎮	TR153	4.30	TR155	5.8												
TR155		155	二水	Ershui	二水	にすい	얼쉐			彰化縣二水鄉	TR154	5.80	TR156	8.1												
TR156		156	林內	Linnei	林内	りんない	린네이			雲林縣林內鄉	TR155	8.10	TR157	4.8												
TR157		157	石榴	Shiliu	石榴	ざくろ	스료우			雲林縣斗六市	TR156	4.80	TR158	4.8												
TR158		158	斗六	Douliu	斗六	とこく	도우료우			雲林縣斗六市	TR157	4.80	TR159	7.6												
TR159		159	斗南	Dounan	斗南	となん	도난			雲林縣斗南鎮	TR158	7.60	TR160	3.9												
TR160		160	石龜	Shigui	石亀	いしがめ	스궤			雲林縣斗南鎮	TR159	3.90	TR161	4.6												
TR161		161	大林	Dalin	大林	おおばやし	다린			嘉義縣大林鎮	TR160	4.60	TR162	5.8												
TR162		162	民雄	Minxiong	民雄	みんゆう	민슝			嘉義縣民雄鄉	TR161	5.80	TR228	6.7												
TR228		228	嘉北	Jiabei	嘉北	かほく	쟈베이			嘉義市東區	TR162	6.70	TR163	2.6												
TR163		163	嘉義	Chiayi	嘉義	かぎ	쟈이			嘉義市西區	TR228	2.60	TR164	6.6												
TR164		164	水上	Shuishang	水上	みずかみ	쉐샹			嘉義縣水上鄉	TR163	6.60	TR165	2.6												
TR165		165	南靖	Nanjing	南靖	みなみやす	난징			嘉義縣水上鄉	TR164	2.60	TR166	6												
TR166		166	後壁	Houbi	後壁	こうへき	호우비			臺南市後壁區	TR165	6.00	TR167	7.7												
TR167		167	新營	Xinying	新営	しんえい	신잉			臺南市新營區	TR166	7.70	TR168	3.3												
TR168		168	柳營	Liuying	柳営	りゅうえい	료우잉			臺南市柳營區	TR167	3.30	TR169	3.9												
TR169		169	林鳳營	Linfengying	林鳳営	りんほうえい	린퐁잉			臺南市六甲區	TR168	3.90	TR170	5.5												
TR170		170	隆田	Longtian	隆田	たかだ	롱디엔			臺南市官田區	TR169	5.50	TR171	2.2												
TR171		171	拔林	Balin	抜林	ばつりん	바린			臺南市官田區	TR170	2.20	TR172	4.6												
TR172		172	善化	Shanhua	善化	ぜんか	샨화			臺南市善化區	TR171	4.60	TR282	2.9												
TR282		282	南科	Nanke	南科	なんか	닌거			臺南市新市區	TR172	2.90	TR173	4.7												
TR173		173	新市	Xinshi	新市	しんいち	신스			臺南市新市區	TR282	4.70	TR174	5												
TR174		174	永康	Yongkang	永康	ながやす	용강			臺南市永康區	TR173	5.00	TR226	3.7												
TR226		226	大橋	Daqiao	大橋	おおはし	다챠오			臺南市永康區	TR174	3.70	TR175	2.7												
TR175		175	台南	Tainan	台南	たいなん	타이난			臺南市東區	TR226	2.70	TR176	7.6												
TR176		176	保安	Bao'an	保安	ほあん	바오안			臺南市仁德區	TR175	7.60	TR177	4												
TR177		177	中洲	Zhongzhou	中洲	なかす	종조우			臺南市仁德區	TR176	4.00	TR178	2.9												
TR178		178	大湖	Dahu	大湖	だいこ	다후			高雄市路竹區	TR177	2.90	TR179	2.9												
TR179		179	路竹	Luzhu	路竹	ろちく	루주			高雄市路竹區	TR178	2.90	TR180	7.8												
TR180		180	岡山	Gangshan	岡山	おかやま	강샨			高雄市岡山區	TR179	7.80	TR181	3.6												
TR181		181	橋頭	Qiaotou	橋頭	きょうとう	챠오도우			高雄市橋頭區	TR180	3.60	TR183	4.2												
TR183		183	楠梓	Nanzi	楠梓	なんじ	난쯔			高雄市楠梓區	TR181	4.20	TR288	5.1												
TR288		288	新左營	Xinzuoying	新左営	しんざえい	싡쭤잉			高雄市左營區	TR183	5.10	TR184	1.9												
TR184		184	左營	Zuoying	左営	ざえい	쭤잉			高雄市左營區	TR288	1.90	TR185	6.6												
TR185		185	高雄	Kaohsiung	高雄	たかお	가오슝			高雄市三民區	TR184	6.60	TR186	5.8												
TR186		186	鳳山	Fengshan	鳳山	ほうざん	펑샨			高雄市鳳山區	TR185	5.80	TR187	3.7												
TR187		187	後庄	Houzhuang	後庄	ごしょう	호우주앙			高雄市大寮區	TR186	3.70	TR188	4.3												
TR188		188	九曲堂	Jiuqutang	九曲堂	きゅうきょくどう	죠우취당			高雄市大樹區	TR187	4.30	TR189	5												
TR189		189	六塊厝	Liukuaicuo	六塊厝	ろっかいせき	료우과이춰			屏東縣屏東市	TR188	5.00	TR190	2.2												
TR190		190	屏東	Pingtung	屏東	びょうとう	핑동			屏東縣屏東市	TR189	2.20	TR191	2.6												
route	272D75		海線	Ocean Line	海線																					
TR118A		118	竹南	Zhunan	竹南	ちくなん	주난			苗栗縣竹南鎮	TR117	4.60	TR119	4.5												
TR119		119	談文	Tanwen	談文	たんぶん	탄웬			苗栗縣造橋鄉	TR118A	4.50	TR120	6.7												
TR120		120	大山	Dashan	大山	おおやま	다샨			苗栗縣後龍鎮	TR119	6.70	TR121	3.8												
TR121		121	後龍	Houlong	後龍	ごりゅう	호우롱			苗栗縣後龍鎮	TR120	3.80	TR122	3.6												
TR122		122	龍港	Longgang	龍港	りゅうこう	롱강			苗栗縣後龍鎮	TR121	3.60	TR123	8.1												
TR123		123	白沙屯	Baishatun	白沙屯	はくさとん	바이샤퉨			苗栗縣通霄鎮	TR122	8.10	TR124	3.1												
TR124		124	新埔	Xinpu	新埔	しんほ	신푸			苗栗縣通霄鎮	TR123	3.10	TR125	5.8												
TR125		125	通霄	Tongxiao	通霄	つうしょう	통샤오			苗栗縣通霄鎮	TR124	5.80	TR126	6.1												
TR126		126	苑裡	Yuanli	苑裡	えんり	위엔리			苗栗縣苑裡鎮	TR125	6.10	TR127	7.7												
TR127		127	日南	Rinan	日南	にちなん	르난			臺中市大甲區	TR126	7.70	TR128	4.6												
TR128		128	大甲	Dajia	大甲	だいこう	다쟈			臺中市大甲區	TR127	4.60	TR129	5.3												
TR129		129	臺中港	Taichung Port	台中港	たいちゅうこう	다이종강			臺中市清水區	TR128	5.30	TR130	6												
TR130		130	清水	Qingshui	清水	しみず	칭쉐이			臺中市清水區	TR129	6.00	TR131	3.2												
TR131		131	沙鹿	Shalu	沙鹿	さろく	샤루			臺中市沙鹿區	TR130	3.20	TR132	4.6												
TR132		132	龍井	Longjing	龍井	たつい	롱징			臺中市龍井區	TR131	4.60	TR133	5												
TR133		133	大肚	Dadu	大肚	だいと	다두			臺中市大肚區	TR132	5.00	TR134	5												
TR134		134	追分	Zhuifen	追分	おいわけ	줴이펜			臺中市大肚區	TR133	5.00	TR149A	7.1												
TR149A		149	彰化	Changhua	彰化	しょうか	쟝화			彰化縣彰化市	TR134	7.10	TR150	6.6												
route	272D75		宜蘭線	Yilan Line	宜蘭線																					
TR093A		93	八堵	Badu	八堵	はっと	바두			基隆市暖暖區	TR094	2.30	TR091	1.6												
TR091		91	暖暖	Nuannuan	暖暖	なんなん	놘놘			基隆市暖暖區	TR093	1.60	TR090	2.3												
TR090		90	四腳亭	Sijiaoting	四脚亭	しきゃくてい	시쟈오팅			新北市瑞芳區	TR091	2.30	TR089	5												
TR089		89	瑞芳	Ruifang	瑞芳	すいほう	뤠이팡			新北市瑞芳區	TR090	5.00	TR088	4.6												
TR088		88	侯硐	Houtong	侯硐	こうどう	호우동			新北市瑞芳區	TR089	4.60	TR087	2.5												
TR087		87	三貂嶺	Sandiaoling	三貂嶺	さんちょうれい	산댜오링			新北市瑞芳區	TR088	2.50	TR086	3.6												
TR086		86	牡丹	Mudan	牡丹	ぼたん	무단			新北市雙溪區	TR087	3.60	TR085	3.3												
TR085		85	雙溪	Shuangxi	双渓	そうけい	솽시			新北市雙溪區	TR086	3.30	TR084	5.4												
TR084		84	貢寮	Gongliao	貢寮	こうりょう	공랴오			新北市貢寮區	TR085	5.40	TR083	3.7												
TR083		83	福隆	Fulong	福隆	ふくりゅう	푸롱			新北市貢寮區	TR084	3.70	TR082	5.4												
TR082		82	石城	Shicheng	石城	いししろ	시청			宜蘭縣頭城鎮	TR083	5.40	TR081	2.7												
TR081		81	大里	Dali	大里	おおさと	다리			宜蘭縣頭城鎮	TR082	2.70	TR080	4.7												
TR080		80	大溪	Daxi	大渓	だいけい	다시			宜蘭縣頭城鎮	TR081	4.70	TR079	4.6												
TR079		79	龜山	Guishan	亀山	かめやま	궤이샨			宜蘭縣頭城鎮	TR080	4.60	TR078	3.6												
TR078		78	外澳	Wai'ao	外澳	がいおう	와이아오			宜蘭縣頭城鎮	TR079	3.60	TR077	3.6												
TR077		77	頭城	Toucheng	頭城	とうじょう	도우청			宜蘭縣頭城鎮	TR078	3.60	TR076	2.2												
TR076		76	頂埔	Dingpu	頂埔	ていほ	딩푸			宜蘭縣頭城鎮	TR077	2.20	TR075	4.1												
TR075		75	礁溪	Jiaoxi	礁渓	しょうけい	쟈오시			宜蘭縣礁溪鄉	TR076	4.10	TR074	4.7												
TR074		74	四城	Sicheng	四城	しじょう	시청			宜蘭縣礁溪鄉	TR075	4.70	TR073	3.7												
TR073		73	宜蘭	Yilan	宜蘭	いらん	이란			宜蘭縣宜蘭市	TR074	3.70	TR072	5.8												
TR072		72	二結	Erjie	二結	にけつ	얼지에			宜蘭縣五結鄉	TR073	5.80	TR071	1.2												
TR071		71	中里	Zhongli	中里	なかさと	종리			宜蘭縣五結鄉	TR072	1.20	TR070	1.8												
TR070		70	羅東	Luodong	羅東	らとう	뤄동			宜蘭縣羅東鎮	TR071	1.80	TR069	5												
TR069		69	冬山	Dongshan	冬山	ふゆやま	동샨			宜蘭縣冬山鄉	TR070	5.00	TR068	4.2												
TR068		68	新馬	Xinma	新馬	しんば	신마			宜蘭縣蘇澳鎮	TR069	4.20	TR067	0.9												
TR067		67	蘇澳新	Su'aoxin	蘇澳新	そおうしん	수아오신			宜蘭縣蘇澳鎮	TR068	0.90	TR066	3.4												
TR066		66	蘇澳	Su'ao	蘇澳	そおう	수아오			宜蘭縣蘇澳鎮	TR067	3.40														
